5267.892797767734, 3.8387808586537896e-19
5242.832438032063, 3.938765152591081e-19
5167.899481198672, 4.1388171998095195e-19
5117.861469185205, 4.305485509486293e-19
5042.845804893943, 4.538837834902546e-19
4992.725085422602, 4.738806422777131e-19
4917.709421131338, 4.972158748193384e-19
4867.588701659997, 5.172127336067971e-19
4817.467982188657, 5.372095923942555e-19
4767.347262717316, 5.572064511817139e-19
4742.038780608023, 5.771949640347871e-19
4667.1885312325085, 5.938701409368499e-19
4592.172866941244, 6.17205373478475e-19
4542.134854927777, 6.338722044461524e-19
4467.201898094387, 6.538774091679964e-19
4367.456703898946, 6.738909598242257e-19
4292.606454523429, 6.905661367262883e-19
4168.049022965941, 7.10588033316903e-19
4068.469243686248, 7.239415283335699e-19
3968.7240494908074, 7.439550789897992e-19
3844.2493253911907, 7.606469477606328e-19
3719.9400162073216, 7.706787608919038e-19
3595.6307070234507, 7.807105740231747e-19
3471.3213978395816, 7.907423871544456e-19
3371.98974093351, 7.941057987117686e-19
3247.8458466653865, 7.97477556203477e-19
3074.160185131037, 7.97535977744175e-19
2925.2040535008655, 8.009160811702688e-19
2776.4133367864397, 7.976361289567999e-19
2652.434857434064, 7.943478308089457e-19
2528.373670623816, 7.943895604808728e-19
2379.665661367264, 7.877795804476227e-19
2255.852596930634, 7.77831226660206e-19
2131.8741175782598, 7.745429285123517e-19
2007.9783456837577, 7.679246025447164e-19
1884.0825737892555, 7.6130627657708075e-19
1760.1868018947534, 7.546879506094453e-19
1636.2910300002513, 7.480696246418099e-19
1512.3125506478755, 7.447813264939555e-19
1413.1463086575495, 7.414846824117159e-19
1264.3555919431237, 7.382047301982472e-19
1140.294405132874, 7.382464598701744e-19
1065.940400504598, 7.349414698535492e-19
867.3597941503267, 7.383382651484139e-19
793.1712044377982, 7.283732194922263e-19
644.2977802654996, 7.284232950985387e-19
495.58977100894845, 7.218133150652886e-19
371.61129165657167, 7.185250169174345e-19
197.92563012222308, 7.185834384581323e-19
-0.32414640055503696, 7.0866012247387185e-19
-173.67897810340946, 6.953984327354445e-19
-371.92875462618576, 6.854751167511842e-19
-495.65911160494124, 6.721967351439864e-19
-594.8253535952672, 6.689000910617466e-19
-718.4730031161498, 6.522916816347673e-19
-842.1206526370306, 6.356832722077879e-19
-940.8733573379886, 6.157364890266419e-19
-1064.4382994009975, 5.957980517798813e-19
-1163.2737115598284, 5.791812964185165e-19
-1311.733598442761, 5.625812329259226e-19
-1410.5690106015918, 5.459644775645576e-19
-1509.4044227604236, 5.293477222031931e-19
-1583.5930124729512, 5.193826765470055e-19
-1682.4284246317839, 5.027659211856407e-19
-1756.5343068864395, 4.894708477096718e-19
-1855.4524265031441, 4.761841201680882e-19
-1954.3705461198497, 4.628973926265049e-19
-2053.2059582786815, 4.462806372651401e-19
-2127.394547991211, 4.363155916089525e-19
