13454.525100460321, 4.377344004544729e-19
13454.111563170953, 4.543845395533794e-19
13453.53261096584, 4.776947342918483e-19
13452.622828929228, 5.143250403094425e-19
13451.795754350494, 5.476253185072553e-19
13450.803264856013, 5.875856523446308e-19
13450.058897735153, 6.175559027226623e-19
13449.066408240671, 6.575162365600378e-19
13373.22366937067, 7.1415174729947575e-19
13372.148472418316, 7.574421089566326e-19
13321.44880074186, 8.007491624825602e-19
13320.456311247379, 8.407094963199355e-19
13319.463821752894, 8.80669830157311e-19
13268.51602770282, 9.339669671425824e-19
13292.335775570393, 9.739189550455725e-19
13241.966933725429, 1.0039058972923748e-18
13191.680799338343, 1.0305628117193958e-18
13116.5824275892, 1.0572280720808023e-18
13041.56676329794, 1.0805633046224278e-18
12917.092039198322, 1.0972551733932613e-18
12792.617315098707, 1.1139470421640947e-18
12618.518116274989, 1.130655602803699e-18
12420.02021737859, 1.1307223702787824e-18
12171.897843758094, 1.1308058296226367e-18
11973.399944861694, 1.13087259709772e-18
11774.902045965295, 1.1309393645728032e-18
11626.111329250869, 1.1276594123593344e-18
11477.320612536443, 1.1243794601458657e-18
11303.717658459971, 1.1211078538667822e-18
11130.197411841373, 1.1145062197679178e-18
11006.301639946863, 1.1078878938002822e-18
10882.323160594491, 1.1045995956524279e-18
10758.427388699989, 1.0979812696847926e-18
10634.448909347613, 1.0946929715369383e-18
10510.635844910985, 1.0847446177495215e-18
10436.364547740586, 1.0781095999131152e-18
10312.46877584608, 1.0714912739454798e-18
10188.655711409452, 1.061542920158063e-18
10089.572176877, 1.0549162482560422e-18
9940.946875078322, 1.0449762404030108e-18
9866.758285365793, 1.035011194746823e-18
9718.050276109241, 1.028401214713573e-18
9643.778978938843, 1.0217661968771665e-18
9520.04862196008, 1.0084878152699687e-18
9396.152850065582, 1.001869489302333e-18
9272.25707817108, 9.952511633346978e-19
9148.444013734452, 9.853028095472809e-19
8999.7360044779, 9.786928295140308e-19
8900.652469945448, 9.7206615761201e-19
8851.276117594967, 9.62092766021437e-19
8702.485400880541, 9.588128138079682e-19
8504.152916899891, 9.522195256434889e-19
8330.467255365542, 9.522779471841869e-19
8181.676538651116, 9.48997994970718e-19
8032.720407020943, 9.523780983968118e-19
7883.764275390771, 9.557582018229055e-19
7734.725436302724, 9.624683330687807e-19
7585.686597214679, 9.691784643146558e-19
7436.56505066876, 9.79218623380312e-19
7287.278089207093, 9.95918838085531e-19
7063.637123117154, 1.009314062774125e-18
6914.598284029107, 1.01602419402e-18
6790.288974845234, 1.026056007151271e-18
6666.062373119243, 1.0327577924627607e-18
6541.6703564775, 1.0461196334138129e-18
6367.736572569529, 1.0561681384138546e-18
6168.825136383763, 1.0728850449878445e-18
6069.410772019817, 1.0795784843649488e-18
5945.266877751694, 1.082950241856657e-18
5696.979089215449, 1.0896937568400737e-18
5523.128012765352, 1.0964122340203343e-18
5275.005639144854, 1.0964956933641884e-18
5002.071028162307, 1.0965874986424281e-18
4753.948654541808, 1.0966709579862822e-18
4505.991695837058, 1.0900943616905737e-18
4357.366394038379, 1.0801543538375424e-18
4208.741092239701, 1.070214345984511e-18
4085.0107352609484, 1.0569359643773129e-18
3986.1753231021157, 1.0403192090159483e-18
3912.2348557632067, 1.0203640799004168e-18
3838.2943884242977, 1.0004089507848853e-18
3789.1661584474405, 9.804454757349684e-19
3739.9552210127076, 9.63812028504833e-19
3666.0974611316724, 9.4052687156952e-19
3592.239701250637, 9.172417146342074e-19
3543.194178731652, 8.939482117645092e-19
3519.0436010325902, 8.673163351406444e-19
3445.3512560673025, 8.373711225657691e-19
3396.305733548319, 8.140776196960709e-19
3347.3429184872075, 7.874540890065915e-19
3273.4851586061723, 7.641689320712788e-19
